;IDENT;LCOMM;NDEPT
63119;21720157300052;LAVARDIN;72
63121;21720158100014;LAVARE;72
63124;21720160700017;LAVERNAT;72
63126;21720161500010;LHOMME;72
63129;21720163100017;LIGRON;72
63131;21720164900019;LIVET EN SAOSNOIS;72
63132;21720165600014;LOMBRON;72
63134;21720166400018;LONGNES;72
63136;21720167200011;LOUAILLES;72
63137;21720168000014;LOUE;72
63142;21720169800016;LOUPLANDE;72
63145;21720170600017;LOUVIGNY;72
63147;21720171400011;LOUZES;72
63149;21720172200014;LE LUART;72
63151;21720173000017;LUCEAU;72
63154;21720174800019;LUCE SOUS BALLON;72
63155;21720175500014;LUCHE PRINGE;72
63158;21720177100011;MAIGNE;72
63159;21720178900013;MAISONCELLES;72
63162;21720179700016;MALICORNE SUR SARTHE;72
63163;21720180500017;MAMERS;72
63166;21720181300011;LE MANS;72
63167;21720182100014;MANSIGNE;72
63171;21720183900016;MARCON;72
63174;21720184700035;MAREIL EN CHAMPAGNE;72
63175;21720185400015;MAREIL SUR LOIR;72
63177;21720186200018;MARESCHE;72
63180;21720187000011;MARIGNE LAILLE;72
63181;21720188800013;MAROLLETTE;72
63183;21720190400018;MAROLLES LES ST CALAIS;72
63187;21720191200011;MAYET;72
63190;21720192000014;LES MEES;72
63192;21720193800016;MELLERAY;72
63193;21720194600019;MEURCE;72
63195;21720195300015;MEZERAY;72
63197;21720196100018;MEZIERES SUR PONTHOUIN;72
63200;21720197900010;MEZIERES SOUS LAVARDIN;72
63202;21720198700013;LA MILESSE;72
63204;21720199500016;MOITRON SUR SARTHE;72
63205;21720200100012;MONCE EN BELIN;72
63207;21720201900014;MONCE EN SAOSNOIS;72
63209;21720202700017;MONHOUDOU;72
63211;21720204300014;MONTAILLE;72
63214;21720205000019;MONTBIZOT;72
63215;21720208400018;MONTMIRAIL;72
63216;21720209200011;MONTREUIL LE CHETIF;72
63218;21720210000012;MONTREUIL LE HENRI;72
63220;21720211800014;MONT ST JEAN;72
63223;21720212600017;MOULINS LE CARBONNEL;72
63225;21720213400011;MULSANNE;72
63226;21720214200014;NAUVAY;72
63228;21720215900059;NEUFCHATEL EN SAOSNOIS;72
63230;21720216700052;NEUVILLALAIS;72
63231;21720217500014;NEUVILLE SUR SARTHE;72
63233;21720218300018;NEUVILLETTE EN CHARNIE;72
63235;21720220900011;NOGENT LE BERNARD;72
63238;21720221700014;NOGENT SUR LOIR;72
63240;21720222500017;NOUANS;72
63242;21720223300011;NOYEN SUR SARTHE;72
63245;21720224100014;NUILLE LE JALAIS;72
63247;21720225800018;OISSEAU LE PETIT;72
63249;21720226600011;OIZE;72
63252;21720227400015;PANON;72
63253;21720228200018;PARCE SUR SARTHE;72
63255;21720229000011;PARENNES;72
63257;21720230800011;PARIGNE LE POLIN;72
63258;21720231600014;PARIGNE L EVEQUE;72
63261;21720232400018;NOTRE DAME DU PE;72
63265;21720233200011;PERAY;72
63266;21720234000014;PEZE LE ROBERT;72
63269;21720235700018;PIACE;72
63271;21720236500011;PINCE;72
63272;21720237300015;PIRMIL;72
63276;21720238100018;PIZIEUX;72
63277;21720239900010;POILLE SUR VEGRE;72
63280;21720241500014;MONTFORT LE GESNOIS;72
63282;21720243100011;PONTVALLAIN;72
63284;21720244900013;PRECIGNE;72
63286;21720245600018;PREVAL;72
63288;21720246400012;PREVELLES;72
63291;21720247200015;PRUILLE LE CHETIF;72
63292;21720248000018;PRUILLE L EGUILLE;72
63294;21720249800010;LA QUINTE;72
63297;21720250600010;RAHAY;72
63299;21720251400014;RENE;72
63302;21720252200017;REQUEIL;72
63304;21720253000010;ROEZE SUR SARTHE;72
63305;21720254800012;ROUESSE FONTAINE;72
63307;21720255500017;ROUESSE VASSE;72
63312;21720256300011;ROUEZ;72
63314;21720257100014;ROUILLON;72
63316;21720259700019;ROUPERROUX LE COQUET;72
63318;21720260500010;RUAUDIN;72
63319;21720261300014;RUILLE EN CHAMPAGNE;72
63321;21720264700012;SABLE SUR SARTHE;72
63325;21720265400018;ST AIGNAN;72
63327;21720266200011;ST AUBIN DE LOCQUENAY;72
63331;21720267000014;ST AUBIN DES COUDRAIS;72
63333;21720268800016;ST BIEZ EN BELIN;72
63335;21720269600118;ST CALAIS;72
63339;21720270400011;ST CALEZ EN SAOSNOIS;72
63342;21720271200048;ST CELERIN;72
63343;21720272000041;STE CEROTTE;72
63346;21720273800019;ST CHRISTOPHE DU JAMBET;72
63349;21720274600012;ST CHRISTOPHE EN CHAMPAGNE;72
63350;21720275300018;ST CORNEILLE;72
63352;21720276100011;ST COSME EN VAIRAIS;72
63355;21720277900013;ST DENIS DES COUDRAIS;72
63356;21720278700016;ST DENIS D ORQUES;72
63361;21720279500019;ST GEORGES DE LA COUEE;72
63363;21720280300011;ST GEORGES DU BOIS;72
63364;21720281100014;ST GEORGES DU ROSAY;72
63366;21720282900016;ST GEORGES LE GAULTIER;72
63368;21720283700019;ST GERMAIN D ARCE;72
63370;21720286000011;ST GERVAIS DE VIC;72
63373;21720287800013;ST GERVAIS EN BELIN;72
63374;21720289400010;STE JAMME SUR SARTHE;72
63375;21720290200011;ST JEAN D ASSE;72
63377;21720291000014;ST JEAN DE LA MOTTE;72
63380;21720292800016;ST JEAN DES ECHELLES;72
63382;21720293600019;ST JEAN DU BOIS;72
63383;21720294400013;ST LEONARD DES BOIS;72
63385;21720295100018;ST LONGIS;72
63387;21720296900010;ST MAIXENT;72
63389;21720297700013;ST MARCEAU;72
63391;21720298500016;ST MARS DE LOCQUENAY;72
63392;21720299300010;ST MARS D OUTILLE;72
63394;21720300900014;ST MARS LA BRIERE;72
63396;21720302500010;ST MARTIN DES MONTS;72
63398;21720303300014;ST MICHEL DE CHAVAIGNES;72
63400;21720305800011;ST OUEN DE MIMBRE;72
63403;21720306600014;ST OUEN EN BELIN;72
63404;21720307400018;ST OUEN EN CHAMPAGNE;72
63405;21720309000014;ST PAUL LE GAULTIER;72
63407;21720310800014;ST PAVACE;72
63410;21720311600017;ST PIERRE DE CHEVILLE;72
63412;21720312400011;ST PIERRE DES BOIS;72
63414;21720313200014;ST PIERRE DES ORMES;72
63415;21720314000017;ST PIERRE DU LOROUER;72
63416;21720315700011;ST REMY DE SILLE;72
63421;21720316500014;ST REMY DES MONTS;72
63423;21720317300018;ST REMY DU VAL;72
63427;21720319900013;STE SABINE SUR LONGEVE;72
63429;21720320700014;ST SATURNIN;72
63430;21720321500017;ST SYMPHORIEN;72
63432;21720322300011;ST ULPHACE;72
63434;21720323100014;ST VICTEUR;72
63436;21720324900016;ST VINCENT DES PRES;72
63439;21720325600011;ST VINCENT DU LOROUER;72
63440;21720326400015;SAOSNES;72
63442;21720327200018;SARCE;72
63444;21720328000011;SARGE LES LE MANS;72
63445;21720329800013;SAVIGNE L EVEQUE;72
63448;21720330600014;SAVIGNE SOUS LE LUDE;72
63450;21720331400018;SCEAUX SUR HUISNE;72
63454;21720332200011;SEGRIE;72
63456;21720333000014;SEMUR EN VALLON;72
63458;21720334800016;SILLE LE GUILLAUME;72
63464;21720335500011;SILLE LE PHILIPPE;72
63466;21720336300015;SOLESMES;72
63467;21720337100018;SOUGE LE GANELON;72
63470;21720338900010;SOUILLE;72
63472;21720339700013;SOULIGNE FLACE;72
63474;21720340500014;SOULIGNE SOUS BALLON;72
63476;21720341300018;SOULITRE;72
63478;21720342100011;SOUVIGNE SUR MEME;72
63480;21720343900013;SOUVIGNE SUR SARTHE;72
63482;21720344700016;SPAY;72
63486;21720345400046;SURFONDS;72
63487;21720346200015;LA SUZE SUR SARTHE;72
63488;21720347000018;TASSE;72
63490;21720348800010;TASSILLE;72
63493;21720349600013;TEILLE;72
63495;21720350400014;TELOCHE;72
63497;21720351200082;TENNIE;72
63500;21720352000010;TERREHAULT;72
63501;21720353800012;THELIGNY;72
63503;21720354600015;THOIGNE;72
63506;21720355300045;THOIRE SOUS CONTENSOR;72
63507;21720356100014;THOIRE SUR DINAN;72
63509;21720357900016;THOREE LES PINS;72
63513;21720358700019;THORIGNE SUR DUE;72
63516;21720359500012;TORCE EN VALLEE;72
63518;21720360300014;TRANGE;72
63521;21720361100017;TRESSON;72
63523;21720362900019;LE TRONCHET;72
63524;21720364500015;VAAS;72
63526;21720366000014;VALENNES;72
63528;21720367800016;VALLON SUR GEE;72
63529;21720368600019;VANCE;72
63531;21720369400013;VERNEIL LE CHETIF;72
63533;21720370200014;VERNIE;72
63535;21720372800019;VEZOT;72
63536;21720373600012;VIBRAYE;72
63540;21720374400016;VILLAINES LA CARELLE;72
63541;21720375100011;VILLAINES LA GONAIS;72
63543;21720376900013;VILLAINES SOUS LUCE;72
63547;21720377700073;VILLAINES SOUS MALICORNE;72
63551;21720378500019;VION;72
63553;21720379300013;VIRE EN CHAMPAGNE;72
63555;21720380100014;VIVOIN;72
63558;21720381900016;VOIVRES LES LE MANS;72
63561;21720382700019;VOLNAY;72
63562;21720383500012;VOUVRAY SUR HUISNE;72
63563;21720385000011;YVRE LE POLIN;72
63565;21720386800013;YVRE L EVEQUE;72
63567;21730001100012;AIGUEBELETTE LE LAC;73
63568;21730004500010;AILLON LE JEUNE;73
63571;21730005200016;AILLON LE VIEUX;73
63574;21730007800011;AITON;73
63576;21730008600014;AIX-LES-BAINS;73
63579;21730011000012;ALBERTVILLE;73
63584;21730012800014;ALBIEZ-LE-JEUNE;73
63586;21730013600017;ALBIEZ-MONTROND;73
63590;21730014400011;ALLONDAZ;73
63591;21730015100016;ALLUES (LES);73
63595;21730017700011;APREMONT;73
63598;21730018500014;ARBIN;73
63600;21730019300018;ARGENTINE;73
63602;21730020100019;ARITH;73
63603;21730021900011;ARVILLARD;73
63605;21730022700014;ATTIGNAT ONCIN;73
63606;21730023500017;AUSSOIS;73
63614;21730024300011;AVANCHERS-VALMOREL (LES);73
63616;21730025000016;AVRESSIEUX;73
63617;21730026800018;AVRIEUX;73
63622;21730027600011;AYN;73
63623;21730028400015;LA BALME;73
63625;21730029200018;BARBERAZ;73
63626;21730030000019;BARBY;73
63629;21730031800011;BASSENS;73
63630;21730032600014;LA BATHIE;73
63631;21730033400018;LA BAUCHE;73
63635;21730034200011;BEAUFORT;73
63642;21730036700018;BELLECOMBE EN BAUGES;73
63643;21730039100018;BELMONT TRAMONET;73
63644;21730040900018;BESSANS;73
63651;21730041700011;BETTON-BETTONET;73
63652;21730042500014;BILLIEME;73
63653;21730043300018;LA BIOLLE;73
63654;21730047400012;BONNEVAL-SUR-ARC;73
63661;21730048200015;BONVILLARD;73
63662;21730049000018;BONVILLARET;73
63663;21730050800017;BOURDEAU;73
63664;21730051600010;LE BOURGET DU LAC;73
63666;21730052400014;BOURGET EN HUILE;73
63667;21730053200017;BOURGNEUF;73
63668;21730054000010;BOURG-SAINT-MAURICE;73
63676;21730055700014;BOZEL;73
63681;21730057300011;BRIDES-LES-BAINS;73
63684;21730058100014;LA BRIDOIRE;73
63686;21730059900016;BRISON ST INNOCENT;73
63688;21730061500010;CESARCHES;73
63689;21730063100017;CEVINS;73
63691;21730064900019;CHALLES LES EAUX;73
63694;21730065600014;CHAMBERY;73
63697;21730067200011;LA CHAMBRE;73
63698;21730068000014;CHAMOUSSET;73
63699;21730069800016;CHAMOUX SUR GELON;73
63700;21730070600017;CHAMPAGNEUX;73
63701;21730071400011;CHAMPAGNY EN VANOISE;73
63703;21730072200014;CHAMP-LAURENT;73
63704;21730073000017;CHANAZ;73
63708;21730074800019;LA CHAPELLE;73
63710;21730075500014;LA CHAPELLE BLANCHE;73
63711;21730076300018;LA CHAPELLE DU MONT DU CHAT;73
63712;21730077100011;LES CHAPELLES;73
63714;21730078900013;LA CHAPELLE ST MARTIN;73
63716;21730079700016;CHATEAUNEUF;73
63717;21730081300011;CHATELARD (LE );73
63719;21730082100014;LA CHAVANNE;73
63720;21730083900016;LES CHAVANNES EN MAURIENNE;73
63721;21730084700019;CHIGNIN;73
63723;21730085400015;CHINDRIEUX;73
63724;21730086200018;CLERY;73
63725;21730087000011;COGNIN;73
63727;21730088800013;COHENNOZ;73
63731;21730089600016;COISE-SAINT-JEAN-PIED-GAUTHIER;73
63732;21730090400018;LA COMPOTE;73
63733;21730091200011;CONJUX;73
63735;21730092000014;CORBEL;73
63738;21730094600019;CREST VOLAND;73
63741;21730095300015;LA CROIX DE LA ROCHETTE;73
63742;21730096100018;CRUET;73
63744;21730097900010;CURIENNE;73
63745;21730098700013;DESERTS (LES);73
63746;21730099500016;DETRIER;73
63747;21730100100012;DOMESSIN;73
63749;21730101900014;DOUCY-EN-BAUGES;73
63750;21730103500010;DRUMETTAZ CLARAFOND;73
63751;21730104300014;DULLIN;73
63753;21730105000019;LES ECHELLES;73
63755;21730106800011;ECOLE;73
63756;21730107600014;ENTREMONT LE VIEUX;73
63758;21730109200011;EPIERRE;73
63761;21730110000012;ESSERTS-BLAY;73
63762;21730113400011;FEISSONS SUR SALINS;73
63763;21730114200014;FLUMET;73
63765;21730116700011;FONTCOUVERTE LA TOUSSUIRE;73
63767;21730117500014;FOURNEAUX;73
63769;21730119100011;FRENEY;73
63772;21730120900011;FRETERIVE;73
63773;21730121700014;FRONTENEX;73
63774;21730122500017;GERBAIX;73
63775;21730123300011;LA GIETTAZ;73
63777;21730124100014;GILLY-SUR-ISERE;73
63779;21730128200018;GRESY-SUR-AIX;73
63780;21730129000011;GRESY SUR ISERE;73
63781;21730130800011;GRIGNON;73
63782;21730131600014;HAUTECOUR;73
63784;21730132400018;HAUTELUCE;73
63785;21730133200011;HAUTEVILLE;73
63786;21730137300015;JACOB-BELLECOMBETTE;73
63787;21730138100018;JARRIER;73
63789;21730139900010;JARSY;73
63790;21730140700011;JONGIEUX;73
63792;21730141500014;LAISSAUD;73
63793;21730142300018;LANDRY;73
63797;21730145600018;LEPIN LE LAC;73
63800;21730146400012;LESCHERAINES;73
63803;21730147200015;LOISIEUX;73
63804;21730149800010;LUCEY;73
63805;21730152200017;MARCIEUX;73
63806;21730153000010;MARTHOD;73
63808;21730154800012;MERCURY;73
63809;21730155500017;MERY;73
63810;21730156300011;MEYRIEUX TROUET;73
63812;21730157100014;MODANE;73
63815;21730159700019;LES MOLLETTES;73
63816;21730160500010;MONTAGNOLE;73
63817;21730161300014;MONTAGNY;73
63821;21730162100017;MONTAILLEUR;73
63822;21730164700012;MONTCEL;73
63823;21730166200011;MONTENDRY;73
63824;21730168800016;MONTGILBERT;73
63825;21730170400011;MONTHION;73
63829;21730171200113;MONTMELIAN;73
63830;21730173800019;MONTRICHER ALBANNE;73
63832;21730175300018;MONTSAPEY;73
63833;21730176100011;MONTVALEZAN;73
63837;21730177900013;MONTVERNIER;73
63838;21730178700016;LA MOTTE EN BAUGES;73
63839;21730179500019;LA MOTTE SERVOLEX;73
63840;21730180300011;MOTZ;73
63842;21730181100014;MOUTIERS;73
63844;21730182900016;MOUXY;73
63845;21730183700019;MYANS;73
63848;21730184500012;NANCES;73
63849;21730186000011;NOTRE-DAME-DE-BELLECOMBE;73
63851;21730188600016;NOTRE DAME DES MILLIERES;73
63853;21730189400010;NOTRE DAME DU CRUET;73
63854;21730190200011;NOTRE DAME DU PRE;73
63856;21730191000014;NOVALAISE;73
63860;21730192800016;NOYER (LE );73
63861;21730193600019;ONTEX;73
63862;21730194400013;ORELLE;73
63866;21730196900010;PALLUD;73
63867;21730197700013;PEISEY NANCROIX;73
63871;21730200900014;PLANAISE;73
63872;21730201700017;PLANAY;73
63874;21730202500010;PLANCHERINE;73
63875;21730204100017;PONT-DE-BEAUVOISIN (LE );73
63876;21730205800011;LE PONTET;73
63877;21730206600014;PRALOGNAN LA VANOISE;73
63880;21730207400018;PRESLE;73
63881;21730208200011;PUGNY CHATENOD;73
63882;21730210800014;PUYGROS;73
63883;21730211600017;QUEIGE;73
63890;21730213200014;LA RAVOIRE;73
63891;21730214000017;ROCHEFORT;73
63892;21730216500014;ROGNAIX;73
63893;21730217300018;ROTHERENS;73
63894;21730218100011;RUFFIEUX;73
63895;21730219900013;ST ALBAN DE MONTBEL;73
63896;21730220700014;ST ALBAN D HURTIERES;73
63898;21730221500017;ST ALBAN DES VILLARDS;73
63901;21730222300011;ST ALBAN LEYSSE;73
63902;21730223100014;SAINT-ANDRE;73
63904;21730224900016;ST AVRE;73
63906;21730225600011;ST BALDOPH;73
63907;21730226400015;SAINT-BERON;73
63908;21730228000011;SAINT-CASSIN;73
63909;21730229800013;ST CHRISTOPHE;73
63911;21730230600014;ST COLOMBAN DES VILLARDS;73
63914;21730231400018;ST ETIENNE DE CUINES;73
63917;21730232200011;STE FOY TARENTAISE;73
63920;21730233000014;ST FRANC;73
63922;21730234800016;ST FRANCOIS DE SALES;73
63925;21730237100018;ST GEORGES D HURTIERES;73
63928;21730240500014;STE HELENE DU LAC;73
63929;21730241300018;STE HELENE SUR ISERE;73
63931;21730242100011;SAINT-JEAN-D'ARVES;73
63934;21730243900013;SAINT-JEAN-D'ARVEY;73
63936;21730245400012;SAINT-JEAN-DE-CHEVELU;73
63938;21730246200015;ST JEAN DE COUZ;73
63940;21730247000018;SAINT-JEAN-DE-LA-PORTE;73
63941;21730248800010;SAINT-JEAN-DE-MAURIENNE;73
63945;21730249600054;ST JEOIRE PRIEURE;73
63946;21730250400014;ST JULIEN MONT DENIS;73
63948;21730252000010;ST LEGER;73
63949;21730253800012;ST MARCEL;73
63952;21730254600015;STE MARIE D ALVEY;73
63953;21730255300011;STE MARIE DE CUINES;73
63955;21730256100014;ST MARTIN D ARC;73
63957;21730258700019;ST MARTIN DE LA PORTE;73
63959;21730259500012;ST MARTIN SUR LA CHAMBRE;73
63961;21730261100017;ST MICHEL DE MAURIENNE;73
63967;21730262900019;ST NICOLAS LA CHAPELLE;73
63968;21730265200045;ST OURS;73
63969;21730267800016;ST PANCRACE;73
63971;21730268600019;ST PAUL SUR ISERE;73
63972;21730269400013;ST PAUL;73
63974;21730270200014;SAINT-PIERRE-D'ALBIGNY;73
63976;21730271000017;SAINT-PIERRE-D'ALVEY;73
63977;21730272800019;ST PIERRE DE BELLEVILLE;73
63978;21730273600012;ST PIERRE DE CURTILLE;73
63980;21730274400016;ST PIERRE D ENTREMONT;73
63981;21730275100011;ST PIERRE DE GENEBROZ;73
63982;21730276900013;ST PIERRE DE SOUCY;73
63983;21730277700016;STE REINE;73
63985;21730278500019;ST REMY DE MAURIENNE;73
63987;21730280100014;ST SORLIN D ARVES;73
63989;21730281900016;ST SULPICE;73
63990;21730282700019;ST THIBAUD DE COUZ;73
63993;21730283500012;SAINT-VITAL;73
63994;21730285000011;SEEZ;73
63997;21730286800013;SERRIERES EN CHAUTAGNE;73
63998;21730288400010;SONNAZ;73
63999;21730289200013;LA TABLE;73
64001;21730292600019;THENESOL;73
64002;21730293400013;THOIRY;73
64003;21730294200016;LA THUILE;73
64004;21730296700013;TIGNES;73
64006;21730297500016;TOURNON;73
64007;21730298300010;TOURS EN SAVOIE;73
64008;21730299100013;TRAIZE;73
64011;21730300700017;TRESSERVE;73
64012;21730301500010;TREVIGNIN;73
64014;21730302300014;LA TRINITE;73
64015;21730303100017;UGINE;73
64019;21730304900019;VAL D ISERE;73
64024;21730306400018;VALLOIRE;73
64029;21730307200011;VALMEINIER;73
64032;21730308000014;VENTHON;73
64034;21730309800016;VEREL DE MONTBEL;73
64035;21730310600017;VEREL-PRAGONDRAN;73
64036;21730311400011;VERNEIL (LE );73
64039;21730312200014;VERRENS ARVEY;73
64040;21730313000017;VERTHEMEX;73
64041;21730314800019;VILLARD D HERY;73
64042;21730315500014;VILLARD-LEGER;73
64043;21730316300018;VILLARD SALLET;73
64044;21730317100011;VILLARD-SUR-DORON;73
64046;21730318900013;VILLAREMBERT;73
64049;21730320500017;VILLARGONDRAN;73
64051;21730322100014;VILLARODIN BOURGET;73
64054;21730323900016;VILLAROGER;73
64056;21730324700019;VILLAROUX;73
64057;21730326200018;VIMINES;73
64058;21730327000011;VIONS;73
64059;21730328800013;VIVIERS-DU-LAC;73
64061;21730329600016;VOGLANS;73
64062;21730330400018;YENNE;73
64068;21740001900014;ABONDANCE;74
64072;21740002700017;ALBY-SUR-CHERAN;74
64073;21740003500010;ALEX;74
64075;21740004300014;ALLEVES;74
64076;21740005000019;ALLINGES;74
64078;21740006800011;ALLONZIER LA CAILLE;74
64079;21740007600014;AMANCY;74
64080;21740008400018;AMBILLY;74
64081;21740009200011;ANDILLY;74
64082;21740012600017;ANNEMASSE;74
64085;21740013400011;ANTHY SUR LEMAN;74
64088;21740014200014;ARACHES LA FRASSE;74
64093;21740015900018;ARBUSIGNY;74
64094;21740016700011;ARCHAMPS;74
64095;21740018300018;ARENTHON;74
64096;21740019100011;ARGONAY;74
64097;21740020900011;ARMOY;74
64099;21740021700014;ARTHAZ PONT NOTRE DAME;74
64100;21740024100014;AYSE;74
64101;21740025800018;BALLAISON;74
64103;21740026600011;LA BALME DE SILLINGY;74
64104;21740027400015;LA BALME DE THUY;74
64106;21740029000011;BASSY;74
64108;21740030800011;LA BAUME;74
64111;21740031600014;BEAUMONT;74
64112;21740032400018;BELLEVAUX;74
64115;21740033200011;BERNEX;74
64117;21740034000014;LE BIOT;74
64122;21740035700018;BLOYE;74
64123;21740036500011;BLUFFY;74
64124;21740037300015;BOEGE;74
64126;21740038100018;BOGEVE;74
64128;21740040700078;BONNE;74
64129;21740041500014;BONNEVAUX;74
64130;21740042300018;BONNEVILLE;74
64134;21740043100011;BONS EN CHABLAIS;74
64138;21740044900013;BOSSEY;74
64139;21740045600018;LE BOUCHET;74
64142;21740046400012;BOUSSY;74
64143;21740048000018;BRENTHONNE;74
64147;21740049800010;BRIZON;74
64148;21740050600010;BURDIGNIN;74
64149;21740051400014;CERCIER;74
64150;21740052200017;CERNEX;74
64151;21740053000010;CERVENS;74
64152;21740054800012;CHAINAZ LES FRASSES;74
64153;21740055500017;CHALLONGES;74
64155;21740056300011;CHAMONIX MONT BLANC;74
64159;21740057100014;CHAMPANGES;74
64160;21740058900016;LA CHAPELLE D ABONDANCE;74
64163;21740059700019;LA CHAPELLE RAMBAUD;74
64164;21740060500010;LA CHAPELLE ST MAURICE;74
64165;21740061300014;CHAPEIRY;74
64167;21740062100017;CHARVONNEX;74
64168;21740063900019;CHATEL;74
64176;21740064700012;CHATILLON SUR CLUSES;74
64177;21740065400018;CHAUMONT;74
64179;21740066200011;CHAVANNAZ;74
64183;21740067000071;CHAVANOD;74
64185;21740068800016;CHENE EN SEMINE;74
64188;21740069600019;CHENEX;74
64189;21740070400011;CHENS SUR LEMAN;74
64191;21740071200014;CHESSENAZ;74
64193;21740072000017;CHEVALINE;74
64195;21740073800019;CHEVENOZ;74
64196;21740074600012;CHEVRIER;74
64197;21740075300018;CHILLY;74
64199;21740076100011;CHOISY;74
64200;21740077900013;CLARAFOND ARCINE;74
64203;21740078700016;CLERMONT;74
64205;21740079500019;LES CLEFS;74
64206;21740080300011;LA CLUSAZ;74
64211;21740081100014;CLUSES;74
64216;21740082900016;COLLONGES SOUS SALEVE;74
64217;21740083700019;COMBLOUX;74
64221;21740085200018;LES CONTAMINES MONTJOIE;74
64224;21740086000011;CONTAMINE SARZIN;74
64227;21740087800013;CONTAMINE SUR ARVE;74
64228;21740088600016;COPPONEX;74
64229;21740089400010;CORDON;74
64232;21740090200011;CORNIER;74
64233;21740091000014;LA COTE D ARBROZ;74
64236;21740094400013;CRANVES SALES;74
64238;21740095100018;CREMPIGNY BONNEGUETE;74
64239;21740096900010;CRUSEILLES;74
64240;21740097700013;CUSY;74
64243;21740098500016;CUVAT;74
64244;21740099300010;DEMI QUARTIER;74
64247;21740100900014;DESINGY;74
64249;21740101700017;DINGY EN VUACHE;74
64250;21740102500010;DINGY ST CLAIR;74
64252;21740103300014;DOMANCY;74
64254;21740104100017;DOUSSARD;74
64258;21740105800011;DOUVAINE;74
64260;21740106600014;DRAILLANT;74
64261;21740107400018;DROISY;74
64263;21740108200011;DUINGT;74
64264;21740109000014;ELOISE;74
64266;21740111600017;ENTREVERNES;74
64267;21740114000017;ESSERT-ROMAND;74
64269;21740116500014;ETAUX;74
64270;21740117300018;ETERCY;74
64271;21740118100011;ETREMBIERES;74
64272;21740119900013;EVIAN LES BAINS;74
64277;21740121500017;EXCENEVEX;74
64282;21740122300011;FAUCIGNY;74
64283;21740124900016;FEIGERES;74
64284;21740126400015;FESSY;74
64286;21740127200018;FETERNES;74
64287;21740128000011;FILLINGES;74
64289;21740129800013;LA FORCLAZ;74
64292;21740130600014;FRANCLENS;74
64294;21740131400018;FRANGY;74
64296;21740133000014;GAILLARD;74
64297;21740134800016;LES GETS;74
64300;21740135500011;GIEZ;74
64302;21740136300015;LE GRAND BORNAND;74
64306;21740137100018;GROISY;74
64307;21740138900010;GRUFFY;74
64308;21740139700013;HABERE LULLIN;74
64309;21740140500014;HABERE POCHE;74
64311;21740141300018;HAUTEVILLE SUR FIER;74
64312;21740142100011;HERY SUR ALBY;74
64313;21740143900013;LES HOUCHES;74
64317;21740144700016;JONZIER EPAGNY;74
64318;21740145400012;JUVIGNY;74
64319;21740146200015;LARRINGES;74
64321;21740147000018;LATHUILE;74
64323;21740148800010;LESCHAUX;74
64324;21740150400014;LOISIN;74
64326;21740151200017;LORNAY;74
64327;21740152000010;LOVAGNY;74
64328;21740153800012;LUCINGES;74
64329;21740154600015;LUGRIN;74
64331;21740155300011;LULLIN;74
64335;21740156100014;LULLY;74
64336;21740157900016;LYAUD;74
64338;21740158700019;MACHILLY;74
64339;21740159500012;MAGLAND;74
64342;21740160300014;MANIGOD;74
64347;21740161100017;MARCELLAZ-ALBANAIS;74
64350;21740162900019;MARCELLAZ;74
64351;21740163700012;MARGENCEL;74
64354;21740164500015;MARIGNIER;74
64356;21740165200011;MARIGNY ST MARCEL;74
64358;21740166000063;MARIN;74
64359;21740168600019;MARLIOZ;74
64361;21740169400013;MARNAZ;74
64363;21740170200014;MASSINGY;74
64364;21740171000017;MASSONGY;74
64365;21740172800019;MAXILLY SUR LEMAN;74
64366;21740173600012;MEGEVE;74
64372;21740174400016;MEGEVETTE;74
64373;21740175100011;MEILLERIE;74
64375;21740176900013;MENTHON ST BERNARD;74
64377;21740177700016;MENTHONNEX EN BORNES;74
64378;21740178500019;MENTHONNEX SOUS CLERMONT;74
64380;21740179300013;MESIGNY;74
64381;21740180100014;MESSERY;74
64385;21740183500012;MIEUSSY;74
64387;21740184300016;MINZIER;74
64389;21740185000011;MONNETIER MORNEX;74
64390;21740186800013;MONTAGNY LES LANCHES;74
64391;21740188400010;MONTRIOND;74
64397;21740189200013;MONT SAXONNEX;74
64401;21740190000014;MORILLON;74
64403;21740191800016;MORZINE;74
64409;21740192600019;MOYE;74
64410;21740193400013;LA MURAZ;74
64411;21740194200016;MURES;74
64412;21740195900010;MUSIEGES;74
64415;21740196700013;NANCY SUR CLUSES;74
64419;21740197500016;NANGY;74
64420;21740198300010;NAVES-PARMELAN;74
64421;21740199100013;NERNIER;74
64423;21740200700017;NEUVECELLE;74
64424;21740201500010;NEYDENS;74
64425;21740202300014;NONGLARD;74
64426;21740203100017;NOVEL;74
64427;21740205600014;ONNION;74
64428;21740206400018;ORCIER;74
64430;21740208000014;PASSY;74
64436;21740209800016;PEILLONNEX;74
64437;21740210600017;PERRIGNIER;74
64439;21740211400011;PERS JUSSY;74
64440;21740213000017;POISY;74
64442;21740215500014;PRAZ SUR ARLY;74
64444;21740216300018;PRESILLY;74
64445;21740218900013;PUBLIER;74
64449;21740219700016;QUINTAL;74
64450;21740220500017;REIGNIER ESERY;74
64452;21740221300011;LE REPOSOIR;74
64456;21740222100014;REYVROZ;74
64458;21740223900016;LA RIVIERE ENVERSE;74
64459;21740224700019;LA ROCHE SUR FORON;74
64462;21740225400015;RUMILLY;74
64465;21740226200018;ST ANDRE DE BOEGE;74
