;IDENT;LCOMM;NDEPT
41710;21410158600011;NAVEIL;41
41713;21410159400015;NEUNG SUR BEUVRON;41
41716;21410160200016;NEUVY;41
41718;21410161000019;NOUAN LE FUZELIER;41
41722;21410163600014;NOURRAY;41
41723;21410164400018;NOYERS SUR CHER;41
41726;21410166900015;OISLY;41
41728;21410168500011;ORCAY;41
41730;21410172700011;OUZOUER LE DOYEN;41
41732;21410174300018;PERIGNY;41
41733;21410175000013;PEZOU;41
41735;21410176800015;PIERREFITTE SUR SAULDRE;41
41737;21410177600018;LE PLESSIS DORIN;41
41739;21410178400012;LE PLESSIS L ECHELLE;41
41741;21410179200015;LE POISLAY;41
41743;21410180000016;PONTLEVOY;41
41746;21410181800042;POUILLE;41
41747;21410182600011;PRAY;41
41748;21410184200018;PRUNAY CASSEREAU;41
41749;21410185900012;PRUNIERS-EN-SOLOGNE;41
41754;21410186700015;RAHART;41
41755;21410187500018;RENAY;41
41756;21410188300012;RHODON;41
41758;21410189100015;RILLY SUR LOIRE;41
41759;21410190900015;ROCE;41
41760;21410191700018;ROCHES;41
41761;21410192500011;LES ROCHES L EVEQUE;41
41763;21410193300015;ROMILLY;41
41765;21410194100018;ROMORANTIN-LANTHENAY;41
41770;21410195800012;ROUGEOU;41
41771;21410196600015;RUAN SUR EGVONNE;41
41774;21410198200012;ST AIGNAN;41
41775;21410199000015;ST AMAND LONGPRE;41
41777;21410200600019;STE ANNE;41
41779;21410201400013;ST ARNOULT;41
41780;21410203000019;ST BOHAIRE;41
41781;21410204800011;ST CLAUDE DE DIRAY;41
41782;21410205500016;SAINT-CYR-DU-GAULT;41
41783;21410206300010;ST DENIS SUR LOIRE;41
41784;21410207100013;ST DYE SUR LOIRE;41
41786;21410208900015;ST ETIENNE DES GUERETS;41
41787;21410209700018;ST FIRMIN DES PRES;41
41788;21410211300013;ST GEORGES SUR CHER;41
41791;21410212100016;ST GERVAIS LA FORET;41
41792;21410213900018;SAINT-GOURGON;41
41794;21410214700011;ST HILAIRE LA GRAVELLE;41
41798;21410215400017;ST JACQUES DES GUERETS;41
41799;21410216200010;ST JEAN FROIDMENTEL;41
41802;21410217000013;ST JULIEN DE CHEDON;41
41804;21410218800015;ST JULIEN SUR CHER;41
41806;21410219600018;ST LAURENT DES BOIS;41
41807;21410220400010;ST LAURENT NOUAN;41
41810;21410221200013;ST LEONARD EN BEAUCE;41
41813;21410222000016;SAINT-LOUP-SUR-CHER;41
41815;21410223800018;ST LUBIN EN VERGONNOIS;41
41817;21410224600011;ST MARC DU COR;41
41819;21410225300017;ST MARTIN DES BOIS;41
41822;21410226100010;ST OUEN;41
41823;21410228700015;ST RIMAY;41
41824;21410229500018;ST ROMAIN SUR CHER;41
41827;21410230300010;ST SULPICE DE POMMERAY;41
41828;21410231100013;ST VIATRE;41
41833;21410232900015;SALBRIS;41
41843;21410233700018;SAMBIN;41
41845;21410234500011;SANTENAY;41
41846;21410235200017;SARGE SUR BRAYE;41
41850;21410236000010;SASNIERES;41
41851;21410237800012;SASSAY;41
41853;21410238600015;SAVIGNY SUR BRAYE;41
41858;21410239400019;SEIGY;41
41860;21410241000013;SELLES ST DENIS;41
41862;21410242800015;SELLES SUR CHER;41
41868;21410243600018;SELOMMES;41
41871;21410245100017;SERIS;41
41873;21410246900019;SEUR;41
41874;21410247700012;SOINGS EN SOLOGNE;41
41880;21410249300019;SOUESMES;41
41885;21410250100050;SOUGE;41
41886;21410251900011;SOUVIGNY EN SOLOGNE;41
41888;21410252700014;SUEVRES;41
41890;21410253500017;TALCY;41
41891;21410254300011;LE TEMPLE;41
41893;21410255000016;TERNAY;41
41895;21410256800018;THEILLAY;41
41901;21410258400015;THESEE;41
41903;21410259200018;THORE LA ROCHETTE;41
41904;21410260000019;THOURY;41
41905;21410261800011;TOURAILLES;41
41906;21410262600014;TOUR EN SOLOGNE;41
41907;21410265900015;TROO;41
41908;21410266700018;VALAIRE;41
41909;21410267500011;VALLIERES LES GRANDES;41
41911;21410268300015;VEILLEINS;41
41914;21410269100018;VENDOME;41
41918;21410271700060;VERNOU EN SOLOGNE;41
41919;21410273300018;VIEVY LE RAYE;41
41920;21410274100011;VILLAVARD;41
41921;21410275800015;LA VILLE AUX CLERCS;41
41923;21410276600018;VILLEBAROU;41
41926;21410277400012;VILLEBOUT;41
41927;21410278200015;VILLECHAUVE;41
41928;21410279000018;VILLEDIEU LE CHATEAU;41
41929;21410280800018;VILLEFRANCHE SUR CHER;41
41932;21410281600011;VILLEFRANCOEUR;41
41933;21410282400015;VILLEHERVIERS;41
41935;21410283200018;VILLEMARDY;41
41936;21410284000011;VILLENEUVE FROUVILLE;41
41937;21410285700015;VILLENY;41
41942;21410286500018;VILLEPORCHER;41
41944;21410287300012;VILLERABLE;41
41945;21410288100015;VILLERBON;41
41946;21410289900017;VILLERMAIN;41
41948;21410290700018;VILLEROMAIN;41
41949;21410291500011;VILLETRUN;41
41950;21410292300015;VILLEXANTON;41
41951;21410293100018;VILLIERSFAUX;41
41952;21410294900010;VILLIERS-SUR-LOIR;41
41953;21410295600015;VINEUIL;41
41954;21410296400019;VOUZON;41
41957;21410297200012;YVOY LE MARRON;41
41959;21420001600019;ABOEN;42
41960;21420002400013;AILLEUX;42
41961;21420003200016;AMBIERLE;42
41962;21420005700179;ANDREZIEUX BOUTHEON;42
41964;21420006500016;APINAC;42
41965;21420007300010;ARCINGES;42
41967;21420008100013;ARCON;42
41968;21420009900015;ARTHUN;42
41969;21420010700016;AVEIZIEUX;42
41972;21420011500019;BALBIGNY;42
41976;21420012300013;BARD;42
41977;21420013100016;BELLEGARDE EN FOREZ;42
41979;21420014900018;BELLEROCHE;42
41990;21420015600104;BELMONT DE LA LOIRE;42
41992;21420016400017;LA BENISSON DIEU;42
41994;21420017200010;LE BESSAT;42
41996;21420018000013;BESSEY;42
42000;21420019800015;BOEN;42
42002;21420020600016;BOISSET-LES-MONTROND;42
42003;21420021400010;BOISSET ST PRIEST;42
42004;21420022200013;BONSON;42
42008;21420023000131;BOURG ARGENTAL;42
42014;21420025500013;BOYER;42
42016;21420026300058;BRIENNON;42
42017;21420027100010;BULLY;42
42020;21420028900012;BURDIGNES;42
42023;21420029700015;BUSSIERES;42
42025;21420030500016;BUSSY ALBIEUX;42
42026;21420031300010;CALOIRE;42
42027;21420032100013;CELLIEU;42
42029;21420033900015;LE CERGNE;42
42031;21420034700018;CERVIERES;42
42034;21420035400014;CEZAY;42
42035;21420036200017;CHAGNON;42
42036;21420037000010;CHALAIN D UZORE;42
42037;21420038800012;CHALAIN LE COMTAL;42
42038;21420040400017;LA CHAMBA;42
42039;21420041200010;CHAMBEON;42
42041;21420042000013;CHAMBLES;42
42042;21420043800015;CHAMBOEUF;42
42043;21420044600018;LE CHAMBON FEUGEROLLES;42
42044;21420045300014;LA CHAMBONIE;42
42045;21420046100017;CHAMPDIEU;42
42047;21420047900019;CHAMPOLY;42
42049;21420048700012;CHANDON;42
42051;21420049500015;CHANGY;42
42054;21420050300016;LA CHAPELLE EN LAFAYE;42
42055;21420051100019;LA CHAPELLE VILLARS;42
42057;21420052900011;CHARLIEU;42
42060;21420053700014;CHATEAUNEUF;42
42064;21420054500017;CHATELNEUF;42
42066;21420055200013;CHATELUS;42
42067;21420056000016;CHAVANAY;42
42070;21420058600011;CHAZELLES SUR LAVIEU;42
42071;21420059400015;CHAZELLES SUR LYON;42
42072;21420060200016;CHENEREILLES;42
42073;21420061000019;CHERIER;42
42075;21420062800011;CHEVRIERES;42
42076;21420063600014;CHIRASSIMONT;42
42079;21420064400018;CHUYER;42
42081;21420065100013;CIVENS;42
42086;21420066900015;CLEPPE;42
42089;21420067700018;COLOMBIER;42
42092;21420068500011;COMBRE;42
42093;21420069300015;COMMELLE VERNAY;42
42094;21420070100016;CORDELLE;42
42096;21420071900125;LE COTEAU;42
42098;21420072700011;LA COTE EN COUZAN;42
42099;21420073500014;COTTANCE;42
42102;21420074300018;COUTOUVRE;42
42103;21420075000013;CRAINTILLEUX;42
42104;21420076800015;CREMEAUX;42
42107;21420077600018;CROIZET SUR GAND;42
42110;21420078400012;LE CROZET;42
42111;21420079200015;CUINZIER;42
42115;21420081800018;CUZIEU;42
42116;21420083400015;DARGOIRE;42
42117;21420084200018;DEBATS RIVIERE D ORPRA;42
42118;21420085900012;DOIZIEUX;42
42119;21420086700015;ECOCHE;42
42128;21420087500018;ECOTAY L OLME;42
42129;21420088300012;EPERCIEUX ST PAUL;42
42133;21420089100015;ESSERTINES EN CHATELNEUF;42
42137;21420090900015;ESSERTINES-EN-DONZY;42
42140;21420091700018;ESTIVAREILLES;42
42142;21420092500011;L ETRAT;42
42143;21420093300015;FARNAY;42
42144;21420094100018;FEURS;42
42151;21420095800012;FIRMINY;42
42152;21420096600015;FONTANES;42
42154;21420097400019;LA FOUILLOUSE;42
42155;21420098200012;FOURNEAUX;42
42157;21420099000015;FRAISSES;42
42158;21420100600019;LA GIMOND;42
42159;21420101400013;GRAIX;42
42161;21420102200016;GRAMMOND;42
42163;21420103000019;LA GRAND CROIX;42
42164;21420104800011;LA GRESLE;42
42166;21420105500016;GREZIEUX LE FROMENTAL;42
42167;21420106300010;GREZOLLES;42
42170;21420107100013;GUMIERES;42
42171;21420108900015;L HOPITAL LE GRAND;42
42172;21420109700018;L HOPITAL SOUS ROCHEFORT;42
42174;21420110500019;HORME (L' );42
42175;21420112100016;JARNOSSE;42
42177;21420113900018;JAS;42
42181;21420115400066;JONZIEUX;42
42182;21420116200010;JURE;42
42185;21420117000013;LAVIEU;42
42186;21420118800015;LAY;42
42189;21420119600018;LEIGNEUX;42
42190;21420120400010;LENTIGNY;42
42191;21420121200013;LERIGNEUX;42
42192;21420122000016;LEZIGNEUX;42
42194;21420123800091;LORETTE;42
42195;21420124600011;LUPE;42
42197;21420125300017;LURE;42
42200;21420126100010;LURIECQ;42
42201;21420127900012;MABLY;42
42204;21420128700015;MACHEZAL;42
42206;21420129500018;MACLAS;42
42208;21420130300010;MAGNEUX HAUTE RIVE;42
42209;21420131100013;MAIZILLY;42
42211;21420132900015;MALLEVAL;42
42213;21420133700018;MARCENOD;42
42214;21420134500011;MARCILLY-LE-CHATEL;42
42215;21420135200017;MARCLOPT;42
42218;21420136000010;MARCOUX;42
42220;21420137800012;MARGERIE CHANTAGRET;42
42222;21420138600015;MARINGES;42
42224;21420139400019;MARLHES;42
42229;21420140200010;MAROLS;42
42230;21420141000013;MARS;42
42232;21420142800015;MERLE LEIGNEC;42
42233;21420143600018;MIZERIEUX;42
42235;21420145100017;MONTAGNY;42
42238;21420146900019;MONTARCHER;42
42239;21420147700012;MONTBRISON;42
42244;21420148500015;MONTCHAL;42
42248;21420149300019;MONTROND-LES-BAINS;42
42249;21420150100019;MONTVERDUN;42
42250;21420151900011;MORNAND EN FOREZ;42
42251;21420152700014;NANDAX;42
42253;21420153500017;NEAUX;42
42255;21420154300011;NERONDE;42
42257;21420155000016;NERVIEUX;42
42259;21420156800018;NEULISE;42
42263;21420157600011;NOAILLY;42
42265;21420158400015;LES NOES;42
42266;21420159200018;NOIRETABLE;42
42281;21420160000019;NOLLIEUX;42
42284;21420161800011;NOTRE DAME DE BOISSET;42
42285;21420162600014;OUCHES;42
42286;21420163400018;LA PACAUDIERE;42
42290;21420164200011;PALOGNEUX;42
42291;21420165900015;PANISSIERES;42
42294;21420166700018;PARIGNY;42
42295;21420167500011;PAVEZIN;42
42296;21420168300015;PELUSSIN;42
42301;21420169100018;PERIGNEUX;42
42303;21420170900018;PERREUX;42
42304;21420171700011;PINAY;42
42310;21420172500089;PLANFOY;42
42311;21420173300018;POMMIERS EN FOREZ;42
42314;21420174100011;PONCINS;42
42316;21420175800015;POUILLY LES FEURS;42
42319;21420176600018;POUILLY LES NONAINS;42
42320;21420177400012;POUILLY SOUS CHARLIEU;42
42323;21420178200015;PRADINES;42
42325;21420179000018;PRALONG;42
42326;21420180800018;PRECIEUX;42
42327;21420181600011;REGNY;42
42331;21420182400015;RENAISON;42
42334;21420183200018;LA RICAMARIE;42
42336;21420184000011;RIORGES;42
42338;21420185700015;RIVAS;42
42341;21420186500018;RIVE DE GIER;42
42342;21420187300012;ROANNE;42
42348;21420188100015;ROCHE;42
42350;21420189900017;ROCHE LA MOLIERE;42
42351;21420191500011;ROISEY;42
42354;21420192300015;ROZIER COTES D AUREC;42
42355;21420193100018;ROZIER EN DONZY;42
42359;21420194900010;SAIL LES BAINS;42
42361;21420195600015;SAIL SOUS COUZAN;42
42363;21420196400019;STE AGATHE EN DONZY;42
42366;21420197200012;STE AGATHE LA BOUTERESSE;42
42368;21420198000015;ST ALBAN LES EAUX;42
42370;21420199800017;ST ANDRE D APCHON;42
42371;21420200400013;ST ANDRE LE PUY;42
42372;21420201200016;ST APPOLINARD;42
42374;21420202000019;SAINT-BARTHELEMY-LESTRA;42
42376;21420203800011;ST BONNET DES QUARTS;42
42377;21420204600014;ST BONNET LE CHATEAU;42
42378;21420205300010;ST BONNET LE COURREAU;42
42384;21420206100013;ST BONNET LES OULES;42
42385;21420207900015;ST CHAMOND;42
42386;21420208700018;ST CHRISTO EN JAREZ;42
42389;21420209500011;STE COLOMBE SUR GAND;42
42393;21420210300013;STE CROIX EN JAREZ;42
42394;21420211100016;ST CYPRIEN;42
42395;21420212900018;ST CYR DE FAVIERES;42
42398;21420213700011;ST CYR DE VALORGES;42
42402;21420214500014;ST CYR LES VIGNES;42
42405;21420215200010;ST DENIS DE CABANNE;42
42408;21420216000013;SAINT-DENIS-SUR-COISE;42
42410;21420217800015;ST DIDIER SUR ROCHEFORT;42
42413;21420218600018;SAINT-ETIENNE;42
42414;21420219400012;ST ETIENNE LE MOLARD;42
42416;21420220200013;ST FORGEUX LESPINASSE;42
42417;21420221000016;STE FOY ST SULPICE;42
42418;21420222800018;ST GALMIER;42
42419;21420223600011;ST GENEST LERPT;42
42423;21420224400015;ST GENEST MALIFAUX;42
42429;21420225100085;GENILAC;42
42430;21420226900012;ST GEORGES DE BAROILLE;42
42433;21420227700015;ST GEORGES EN COUZAN;42
42435;21420228500018;ST GEORGES HAUTE VILLE;42
42436;21420229300012;ST GERMAIN LA MONTAGNE;42
42438;21420230100013;ST GERMAIN LAVAL;42
42441;21420231900015;ST GERMAIN LESPINASSE;42
42442;21420232700018;ST HAON LE CHATEL;42
42443;21420233500011;ST HAON LE VIEUX;42
42444;21420234300015;ST HEAND;42
42447;21420235000010;ST HILAIRE CUSSON LA VALMITTE;42
42448;21420236800012;ST HILAIRE SOUS CHARLIEU;42
42451;21420237600015;ST JEAN BONNEFONDS;42
42453;21420238400019;ST JEAN LA VETRE;42
42456;21420239200012;ST JEAN ST MAURICE SUR LOIRE;42
42457;21420240000013;ST JEAN SOLEYMIEUX;42
42458;21420241800015;SAINT-JODARD;42
42460;21420242600018;ST JOSEPH;42
42461;21420243400012;ST JULIEN D ODDES;42
42466;21420246700012;ST JULIEN MOLIN MOLETTE;42
42469;21420247500015;ST JUST EN BAS;42
42470;21420248300019;ST JUST EN CHEVALET;42
42472;21420249100012;ST JUST LA PENDUE;42
42475;21420251700014;SAINT-LAURENT-LA-CONCHE;42
42478;21420252500017;ST LAURENT ROCHEFORT;42
42479;21420253300011;SAINT-LEGER-SUR-ROANNE;42
42480;21420254100014;ST MARCEL DE FELINES;42
42483;21420255800018;ST MARCEL D URFE;42
42486;21420256600078;ST MARCELLIN EN FOREZ;42
42487;21420257400015;ST MARTIN D ESTREAUX;42
42490;21420259000011;ST MARTIN LA PLAINE;42
42491;21420260800011;ST MARTIN LA SAUVETE;42
42496;21420261600014;ST MARTIN LESTRA;42
42500;21420262400018;ST MAURICE EN GOURGOIS;42
42502;21420264000014;ST MEDARD EN FOREZ;42
42504;21420265700018;ST MICHEL SUR RHONE;42
42506;21420266500011;ST NIZIER DE FORNAS;42
42507;21420267300015;ST NIZIER SOUS CHARLIEU;42
42509;21420269900010;ST PAUL D UZORE;42
42510;21420270700011;ST PAUL EN CORNILLON;42
42511;21420271500014;ST PAUL EN JAREZ;42
42513;21420272300018;ST PIERRE DE BOEUF;42
42515;21420273100011;ST PIERRE LA NOAILLE;42
42518;21420274900013;ST POLGUES;42
42522;21420275600018;ST PRIEST EN JAREZ;42
42524;21420276400012;ST PRIEST LA PRUGNE;42
42526;21420277200015;ST PRIEST LA ROCHE;42
42528;21420278000018;ST PRIEST LA VETRE;42
42529;21420279800010;ST JUST ST RAMBERT;42
42531;21420280600011;ST REGIS DU COIN;42
42536;21420281400015;ST RIRAND;42
42537;21420282200018;ST ROMAIN D URFE;42
42539;21420283000011;ST ROMAIN EN JAREZ;42
42542;21420284800013;ST ROMAIN LA MOTTE;42
42544;21420285500018;SAINT-ROMAIN-LE-PUY;42
42545;21420286300012;ST ROMAIN LES ATHEUX;42
42547;21420287100015;ST SAUVEUR EN RUE;42
42550;21420288900017;SAINT-SIXTE;42
42551;21420289700010;ST SYMPHORIEN DE LAY;42
42555;21420290500011;SAINT-THOMAS-LA-GARDE;42
42556;21420293900010;ST VICTOR SUR RHINS;42
42558;21420294700013;ST VINCENT DE BOISSET;42
42559;21420295400019;LES SALLES;42
42562;21420296200012;SALT-EN-DONZY;42
42564;21420297000015;SALVIZINET;42
42566;21420298800017;SAUVAIN;42
42568;21420299600010;SAVIGNEUX;42
42570;21420300200016;SEVELINGES;42
42572;21420301000019;SOLEYMIEUX;42
42574;21420302800011;SORBIERS;42
42577;21420303600014;SOUTERNON;42
42580;21420304400018;SURY LE COMTAL;42
42581;21420305100013;LA TALAUDIERE;42
42582;21420306900015;TARENTAISE;42
42584;21420307700018;TARTARAS;42
42585;21420308500011;LA TERRASSE SUR DORLAY;42
42586;21420310100016;THELIS LA COMBE;42
42588;21420311900018;LA TOUR EN JAREZ;42
42589;21420312700011;LA TOURETTE;42
42590;21420313500014;TRELINS;42
42593;21420314300018;LA TUILIERE;42
42596;21420315000013;UNIAS;42
42597;21420316800015;UNIEUX;42
42599;21420317600018;URBISE;42
42600;21420318400012;USSON EN FOREZ;42
42602;21420319200015;VALEILLE;42
42605;21420320000016;VALFLEURY;42
42606;21420321800018;LA VALLA SUR ROCHEFORT;42
42607;21420322600011;LA VALLA EN GIER;42
42609;21420323400015;VEAUCHE;42
42612;21420324200018;VEAUCHETTE;42
42615;21420325900012;VENDRANGES;42
42617;21420326700015;VERANNE;42
42619;21420327500018;VERIN;42
42621;21420328300012;VERRIERES-EN-FOREZ;42
42623;21420329100015;LA VERSANNE;42
42625;21420330900015;VILLARS;42
42628;21420331700018;VILLEMONTAIS;42
42629;21420332500011;VILLEREST;42
42630;21420333300015;VILLERS;42
42634;21420334100018;VIOLAY;42
42639;21420335800012;VIRICELLES;42
42640;21420336600015;VIRIGNEUX;42
42642;21420337400019;VIVANS;42
42644;21420338200012;VOUGY;42
42646;21420339000015;CHAUSSETERRE;42
42648;21430001400013;AGNAT;43
42649;21430002200016;AIGUILHE;43
42650;21430003000019;ALLEGRE;43
42652;21430004800011;ALLEYRAC;43
42654;21430005500016;ALLEYRAS;43
42657;21430006300010;ALLY;43
42660;21430007100013;ARAULES;43
42664;21430008900015;ARLEMPDES;43
42666;21430009700018;ARLET;43
42668;21430010500019;ARSAC EN VELAY;43
42670;21430011300013;AUBAZAT;43
42672;21430012100016;AUREC SUR LOIRE;43
42680;21430013900018;VISSAC AUTEYRAC;43
42681;21430014700011;AUTRAC;43
42682;21430015400017;AUVERS;43
42683;21430016200010;AUZON;43
42686;21430017000013;AZERAT;43
42688;21430018800015;BAINS;43
42689;21430019600018;BARGES;43
42692;21430020400010;BAS EN BASSET;43
42700;21430021200013;BEAULIEU;43
42703;21430022000016;BEAUMONT;43
42704;21430023800018;BEAUNE SUR ARZON;43
42705;21430024600011;BEAUX;43
42708;21430025300017;BEAUZAC;43
42715;21430026100010;BELLEVUE LA MONTAGNE;43
42717;21430027900012;BERBEZIT;43
42720;21430028700015;BESSAMOREL;43
42723;21430029500018;LA BESSEYRE ST MARY;43
42724;21430030300010;BLANZAC;43
42726;21430031100013;BLASSAC;43
42728;21430032900015;BLAVOZY;43
42735;21430033700018;BLESLE;43
42739;21430034500011;BOISSET;43
42741;21430035200017;BONNEVAL;43
42742;21430036000010;BORNE;43
42743;21430037800012;LE BOUCHET ST NICOLAS;43
42745;21430038600015;BOURNONCLE ST PIERRE;43
42748;21430039400019;LE BRIGNON;43
42751;21430040200010;BRIOUDE;43
42756;21430041000013;BRIVES CHARENSAC;43
42759;21430042800015;CAYRES;43
42765;21430043600018;CEAUX D ALLEGRE;43
42766;21430044400012;CERZAT;43
42768;21430045100017;CEYSSAC;43
42770;21430046900019;CHADRAC;43
42772;21430047700012;CHADRON;43
42775;21430048500015;LA CHAISE DIEU;43
42777;21430049300019;CHAMALIERES SUR LOIRE;43
42778;21430050100019;CHAMBEZON;43
42779;21430051900011;LE CHAMBON SUR LIGNON;43
42785;21430052700014;CHAMPAGNAC LE VIEUX;43
42789;21430053500074;CHAMPCLAUSE;43
42790;21430054300011;CHANALEILLES;43
42791;21430055000016;CHANIAT;43
42792;21430056800018;CHANTEUGES;43
42795;21430057600011;LA CHAPELLE BERTIN;43
42796;21430058400015;LA CHAPELLE D AUREC;43
42799;21430059200018;LA CHAPELLE GENESTE;43
42800;21430060000019;CHARRAIX;43
42802;21430061800011;CHASPINHAC;43
42803;21430062600014;CHASPUZAC;43
42807;21430063400018;CHASSAGNES;43
42809;21430064200011;CHASSIGNOLLES;43
42810;21430065900015;CHASTEL;43
42812;21430066700018;CHAUDEYROLLES;43
42815;21430067500011;CHAVANIAC LAFAYETTE;43
42819;21430068300015;CHAZELLES;43
42820;21430069100018;CHENEREILLES;43
42822;21430070900018;CHILHAC;43
42825;21430071700011;CHOMELIX;43
42827;21430072500014;LA CHOMETTE;43
42829;21430073300018;CISTRIERES;43
42830;21430074100011;COHADE;43
42832;21430075800015;COLLAT;43
42835;21430076600018;CONNANGLES;43
42836;21430077400012;COSTAROS;43
42838;21430078200015;COUBON;43
42839;21430079000018;COUTEUGES;43
42842;21430080800018;CRAPONNE SUR ARZON;43
42845;21430082400015;CRONCE;43
42847;21430083200018;CUBELLES;43
42848;21430084000011;CUSSAC SUR LOIRE;43
42849;21430085700015;DESGES;43
42850;21430086500018;DOMEYRAT;43
42852;21430087300012;DUNIERES;43
42857;21430088100015;ESPALEM;43
42859;21430089900017;ESPALY ST MARCEL;43
42860;21430091500011;LES ESTABLES;43
42863;21430092300015;FAY SUR LIGNON;43
42868;21430093100018;FELINES;43
42870;21430094900010;FELINES;43
42871;21430095600015;FIX ST GENEYS;43
42872;21430096400019;FONTANNES;43
42874;21430097200012;FREYCENET LA CUCHE;43
42875;21430098000015;FREYCENET LA TOUR;43
42876;21430099800017;FRUGERES LES MINES;43
42878;21430100400013;FRUGIERES LE PIN;43
42880;21430101200016;GOUDET;43
42881;21430102000019;GRAZAC;43
42885;21430103800011;GRENIER MONTGON;43
42887;21430104600014;GREZES;43
42889;21430105300010;JAVAUGUES;43
42891;21430106100013;JAX;43
42894;21430107900015;JOSAT;43
42895;21430108700018;JULLIANGES;43
42897;21430109500011;LAFARRE;43
42899;21430110300013;LAMOTHE;43
42901;21430111100016;LANDOS;43
42905;21430112900018;LANGEAC;43
42910;21430113700011;LANTRIAC;43
